student_id,total_risk,risk_rank
pjxuqwbj655,0.1823,2396
pjxyqxbj049,0.1822,2397
pjxyqxbl767,0.1817,2398
pjxyqxbk722,0.1807,2399
pjxyqxbk835,0.1773,2400
pjxyqxbj478,0.1748,2401
pjxyqxbk978,0.1746,2402
pjxyqxbl989,0.1733,2403
pjxyqxbk351,0.1724,2404
pjxyqxbj243,0.1719,2405
pjxyqxbl768,0.1715,2406
pjxyqwbj998,0.1702,2407
pjxyqwbj797,0.1695,2408
pjxyqwbk971,0.1695,2409
pjxyqxbk951,0.169,2410
pjxyqxbj640,0.1679,2411
pjxyqxbk753,0.1664,2412
pjxyqxbl895,0.1663,2413
pjxyqxbk171,0.1661,2414
pjxyqxbk454,0.1657,2415
pjxyqxbk268,0.1654,2416
pjxyqwbj500,0.1654,2417
pjxyqxbk923,0.1651,2418
pjxyqxbk053,0.1646,2419
pjxxztfj972,0.1645,2420
pjxuqwbj632,0.1637,2421
pjxyqxbl810,0.1619,2422
pjxuqwbj767,0.1614,2423
pjxyqxbk246,0.1603,2424
pjxyqxbl999,0.1597,2425
pjxyqwbj790,0.1587,2426
pjxwzxkj998,0.1581,2427
pjxwzxfj992,0.1563,2428
pjxtzxfj982,0.1559,2429
pjxyqxbj100,0.1559,2430
pjxuqwbj644,0.1557,2431
pjxyqwbj925,0.1554,2432
pjxyqxbk100,0.1543,2433
pjxuqwbj551,0.1522,2434
pjxyqxbk204,0.1512,2435
pjxyqxbj165,0.1484,2436
pjxyqxbk007,0.1471,2437
pjxyqxbk759,0.1458,2438
pjxyqxbk533,0.1452,2439
pjxyqxbk239,0.1447,2440
pjxqzxbj971,0.1442,2441
pjxyqwbj155,0.1379,2442
pjxyqxbk428,0.1345,2443
pjxyqwbk608,0.13,2444
pjxwxxbj953,0.1295,2445
pjwtqxbj972,0.1232,2446
pjxyqxbj001,0.1134,2447
pjxsqxbj939,0.105,2448
pjxxztfj988,0.0926,2449
pjxsqxbj758,0.0733,2450
pjxwzxfj987,0.0634,2451
pjvyzvfj974,0.0554,2452
pjvyzvfj977,0.0544,2453
pjxwzxfj983,0.0538,2454
pjvyzvfj994,0.0522,2455
pjvyzvfj998,0.0522,2456
pjxtzxfj978,0.038,2457
pjxvztfj980,0.0365,2458
pjxvztfj976,0.0362,2459
pjxvztfj974,0.033,2460
pjvyzvfj989,0.0328,2461
pjxvztfj977,0.0216,2462
pjxvzrfj997,0.0214,2463
pjxvztfj985,0.0174,2464
pjxvztfj990,0.0174,2465
pjxvztfj991,0.0174,2466
pjxvztfj992,0.0174,2467
pjxuzsfj995,0.0101,2468
pjxwzxfj984,0.0101,2469
pjxxztfj995,0.0101,2470
pjxxztfj997,0.0101,2471
pjxtzxfj983,0.0097,2472
pjxtzxfj986,0.0097,2473
pjxuzsfj977,0.0097,2474
pjxuzsfj978,0.0097,2475
pjxuzsfj980,0.0097,2476
pjxuzsfj981,0.0097,2477
pjxuzsfj983,0.0097,2478
pjxuzsfj984,0.0097,2479
pjxuzsfj988,0.0097,2480
pjxwzxfj975,0.0097,2481
pjxwzxfj977,0.0097,2482
pjxwzxfj981,0.0097,2483
pjxwzxfj993,0.0097,2484
pjxxztfj975,0.0097,2485
pjxxztfj982,0.0097,2486
pjxxztfj986,0.0097,2487
pjxxztfj991,0.0097,2488
pjxxztfj992,0.0097,2489
pjxvzrfj975,0.007,2490
pjxvzxfj970,0.007,2491
pjxwzxfj994,0.0058,2492
pjxvztfj994,0.0056,2493
pjxvzrfj981,0.0045,2494
pjxvzxfj980,0.0045,2495
pjxvzxfj972,0.0044,2496
pjxvzxfj998,0.0044,2497
pjxvzxfj982,0.0043,2498
pjxvzxfj988,0.0043,2499
pjxvzxfj987,0.0042,2500
pjxvzrfj978,0.0041,2501
