student_id,life_risk,study_risk,sport_risk,total_risk
pjxyqxbk722,,0.0588,0.3027,0.1807
pjxyqxbk835,,0.0097,0.3449,0.1773
pjxyqxbj478,,0.0597,0.2899,0.1748
pjxyqxbk978,,0.0146,0.3346,0.1746
pjxyqxbl989,,0.0162,0.3303,0.1733
pjxyqxbk351,,0.0455,0.2992,0.1724
pjxyqxbj243,0.2268,0.0101,0.2786,0.1719
pjxyqxbl768,,0.0101,0.3329,0.1715
pjxyqwbj998,,0.0263,0.3141,0.1702
pjxyqwbj797,,0.0176,0.3215,0.1695
pjxyqwbk971,0.105,0.089,0.3146,0.1695
pjxyqxbk951,,0.0169,0.3211,0.169
pjxyqxbj640,,0.0145,0.3213,0.1679
pjxyqxbk753,,0.019,0.3139,0.1664
pjxyqxbl895,,0.0301,0.3024,0.1663
pjxyqxbk171,,0.0101,0.322,0.1661
pjxyqxbk454,,0.0243,0.3072,0.1657
pjxyqxbk268,,0.0097,0.3211,0.1654
pjxyqwbj500,0.1088,0.0176,0.3697,0.1654
pjxyqxbk923,0.1,0.0267,0.3688,0.1651
pjxyqxbk053,,0.017,0.3121,0.1646
pjxxztfj972,,0.1645,,0.1645
pjxuqwbj632,,0.0894,0.238,0.1637
pjxyqxbl810,,0.0093,0.3144,0.1619
pjxuqwbj767,,0.0097,0.3131,0.1614
pjxyqxbk246,,0.0144,0.3062,0.1603
pjxyqxbl999,,0.0169,0.3025,0.1597
pjxyqwbj790,0.1088,0.0176,0.3498,0.1587
pjxwzxkj998,,0.012,0.3041,0.1581
pjxwzxfj992,,0.1563,,0.1563
pjxtzxfj982,,0.1559,,0.1559
pjxyqxbj100,,0.0154,0.2963,0.1559
pjxuqwbj644,0.1928,0.0147,0.2598,0.1557
pjxyqwbj925,,0.0409,0.2699,0.1554
pjxyqxbk100,,0.1543,,0.1543
pjxuqwbj551,0.2548,0.0181,0.1837,0.1522
pjxyqxbk204,,0.0287,0.2737,0.1512
pjxyqxbj165,,0.0093,0.2874,0.1484
pjxyqxbk007,,0.0097,0.2845,0.1471
pjxyqxbk759,,0.0194,0.2722,0.1458
pjxyqxbk533,,0.012,0.2784,0.1452
pjxyqxbk239,,0.0275,0.262,0.1447
pjxqzxbj971,,0.0447,0.2437,0.1442
pjxyqwbj155,,0.0406,0.2351,0.1379
pjxyqxbk428,,0.0097,0.2593,0.1345
pjxyqwbk608,0.0398,0.0275,0.3228,0.13
pjxwxxbj953,,0.0548,0.2041,0.1295
pjwtqxbj972,0.0669,0.0423,0.2605,0.1232
pjxyqxbj001,,0.032,0.1948,0.1134
pjxsqxbj939,,0.025,0.185,0.105
pjxxztfj988,,0.0926,,0.0926
pjxsqxbj758,,0.0115,0.1351,0.0733
pjxwzxfj987,,0.0634,,0.0634
pjvyzvfj974,,0.0554,,0.0554
pjvyzvfj977,,0.0544,,0.0544
pjxwzxfj983,,0.0538,,0.0538
pjvyzvfj994,,0.0522,,0.0522
pjvyzvfj998,,0.0522,,0.0522
pjxtzxfj978,,0.038,,0.038
pjxvztfj980,,0.0365,,0.0365
pjxvztfj976,,0.0362,,0.0362
pjxvztfj974,,0.033,,0.033
pjvyzvfj989,,0.0328,,0.0328
pjxvztfj977,,0.0216,,0.0216
pjxvzrfj997,,0.0214,,0.0214
pjxvztfj985,,0.0174,,0.0174
pjxvztfj990,,0.0174,,0.0174
pjxvztfj991,,0.0174,,0.0174
pjxvztfj992,,0.0174,,0.0174
pjxuzsfj995,,0.0101,,0.0101
pjxwzxfj984,,0.0101,,0.0101
pjxxztfj995,,0.0101,,0.0101
pjxxztfj997,,0.0101,,0.0101
pjxtzxfj983,,0.0097,,0.0097
pjxtzxfj986,,0.0097,,0.0097
pjxuzsfj977,,0.0097,,0.0097
pjxuzsfj978,,0.0097,,0.0097
pjxuzsfj980,,0.0097,,0.0097
pjxuzsfj981,,0.0097,,0.0097
pjxuzsfj983,,0.0097,,0.0097
pjxuzsfj984,,0.0097,,0.0097
pjxuzsfj988,,0.0097,,0.0097
pjxwzxfj975,,0.0097,,0.0097
pjxwzxfj977,,0.0097,,0.0097
pjxwzxfj981,,0.0097,,0.0097
pjxwzxfj993,,0.0097,,0.0097
pjxxztfj975,,0.0097,,0.0097
pjxxztfj982,,0.0097,,0.0097
pjxxztfj986,,0.0097,,0.0097
pjxxztfj991,,0.0097,,0.0097
pjxxztfj992,,0.0097,,0.0097
pjxvzrfj975,,0.007,,0.007
pjxvzxfj970,,0.007,,0.007
pjxwzxfj994,,0.0058,,0.0058
pjxvztfj994,,0.0056,,0.0056
pjxvzrfj981,,0.0045,,0.0045
pjxvzxfj980,,0.0045,,0.0045
pjxvzxfj972,,0.0044,,0.0044
pjxvzxfj998,,0.0044,,0.0044
pjxvzxfj982,,0.0043,,0.0043
pjxvzxfj988,,0.0043,,0.0043
pjxvzxfj987,,0.0042,,0.0042
pjxvzrfj978,,0.0041,,0.0041
